sector,site_description_local,latitude,longitude,import,road
HVACI SE Dartford,TfL,51.49349976,0.0617062,N, NaN
HVACI SE Dartford,TfL,51.49890137,0.063679896,N, NaN
HVACI SE Dartford,TfL,51.62179947,-0.254783988,N, NaN
HVACI SE Dartford,TfL,51.6432991,-0.254422009,N, NaN
HVACI SE Dartford,TfL,51.5909996,-0.211760998,N, NaN
HVACI SE Dartford,TfL,51.59479904,-0.216619998,N, NaN
HVACI SE Dartford,TfL,51.60189819,-0.235085994,N, NaN
HVACI SE Dartford,TfL,51.6169014,-0.245104998,N, NaN
HVACI SE Dartford,51101 M1 50/0A+93,51.86201859,-0.43296501,Y,M1 
HVACI SE Dartford,51102 M1 50/0A+93,51.86260605,-0.433685988,Y,M1 
HVACI SE Dartford,51103 M1 50/1A+35,51.86346054,-0.434556007,Y,M1 
HVACI SE Dartford,51104 M1 50/3A+72,51.8643074,-0.43532601,Y,M1 
HVACI SE Dartford,51105 M1 50/5A+24,51.86558151,-0.436383337,Y,M1 
HVACI SE Dartford,51106 M1 50/7A+17,51.86711502,-0.437666655,Y,M1 
HVACI SE Dartford,51107 M1 50/8A+76,51.86830902,-0.438643992,Y,M1 
HVACI SE Dartford,51108 M1 51/0A+15,51.86944962,-0.439794987,Y,M1 
HVACI SE Dartford,51109 M1 51/0A+51,51.86944962,-0.441066653,Y,M1 
HVACI SE Dartford,51110 M1 51/1A+82,51.87073517,-0.441066653,Y,M1 
HVACI SE Dartford,51111 M1 51/2A+57,51.87128448,-0.441583335,Y,M1 
HVACI SE Dartford,51112 M1 51/3A+99,51.87234879,-0.442799985,Y,M1 
HVACI SE Dartford,51113 M1 51/5A+87,51.87373352,-0.444400012,Y,M1 
HVACI SE Dartford,51114 M1 51/7A+11,51.87463379,-0.445483327,Y,M1 
HVACI SE Dartford,51115 M1 51/7A+85,51.87516785,-0.446066678,Y,M1 
HVACI SE Dartford,51116 M1 51/7A+85,51.87480164,-0.447050005,Y,M1 
HVACI SE Dartford,51117 M1 51/9A+52,51.87631607,-0.447683334,Y,M1 
HVACI SE Dartford,51118 M1 52/1A+13,51.87743378,-0.449216664,Y,M1 
HVACI SE Dartford,51119 M1 52/2A+44,51.87841797,-0.450650007,Y,M1 
HVACI SE Dartford,51120 M1 52/3A+45,51.87900162,-0.451400012,Y,M1 
HVACI SE Dartford,51121 M1 52/3A+45,51.87855148,-0.452383339,Y,M1 
HVACI SE Dartford,51122 M1 52/4A+90,51.87986755,-0.452749997,Y,M1 
HVACI SE Dartford,51123 M1 52/5A+92,51.88053513,-0.453999996,Y,M1 
HVACI SE Dartford,51124 M1 52/7A+75,51.8817482,-0.45601666,Y,M1 
HVACI SE Dartford,51125 M1 52/9A+76,51.88290024,-0.45813334,Y,M1 
HVACI SE Dartford,51126 M1 53/1A+46,51.88393402,-0.459916681,Y,M1 
HVACI SE Dartford,51127 M1 53/1A+46,51.88351822,-0.460916668,Y,M1 
HVACI SE Dartford,51128 M1 53/3A+42,51.88508224,-0.462133348,Y,M1 
HVACI SE Dartford,51129 M1 53/5A+51,51.88629913,-0.464300007,Y,M1 
HVACI SE Dartford,51501 M1 53/7B+79,51.88785172,-0.466283321,Y,M1 
HVACI SE Dartford,51502 M1 53/7B+26,51.88751602,-0.465783328,Y,M1 
HVACI SE Dartford,51503 M1 53/6B+70,51.88723373,-0.465299994,Y,M1 
HVACI SE Dartford,51504 M1 53/5B+40,51.88646698,-0.463983327,Y,M1 
HVACI SE Dartford,51505 M1 53/5B+40,51.88573456,-0.462500006,Y,M1 
HVACI SE Dartford,51506 M1 53/3B+08,51.88513184,-0.461400002,Y,M1 
HVACI SE Dartford,51507 M1 53/1B+97,51.88448334,-0.460183322,Y,M1 
HVACI SE Dartford,51508 M1 53/0B+58,51.88365173,-0.458649993,Y,M1 
HVACI SE Dartford,51509 M1 52/9B+52,51.88300705,-0.457516998,Y,M1 
HVACI SE Dartford,51510 M1 52/8B+11,51.88216019,-0.456019998,Y,M1 
HVACI SE Dartford,51511 M1 52/7B+75,51.88192368,-0.45569399,Y,M1 
HVACI SE Dartford,51512 M1 52/7B+10,51.88153458,-0.454916656,Y,M1 
HVACI SE Dartford,51513 M1 52/6B+111,51.88193512,-0.453866661,Y,M1 
HVACI SE Dartford,51514 M1 52/5B+63,51.88059998,-0.453350008,Y,M1 
HVACI SE Dartford,51515 M1 52/4B+74,51.88005066,-0.452433348,Y,M1 
HVACI SE Dartford,51516 M1 52/3B+35,51.87913513,-0.451083332,Y,M1 
HVACI SE Dartford,51517 M1 52/1B+94,51.87818146,-0.449566662,Y,M1 
HVACI SE Dartford,51518 M1 52/0B+51,51.87720108,-0.448166668,Y,M1 
HVACI SE Dartford,51519 M1 51/9B+05,51.87621689,-0.446816653,Y,M1 
HVACI SE Dartford,51520 M1 51/7B+74,51.87526703,-0.445733339,Y,M1 
HVACI SE Dartford,51521 M1 51/7B+74,51.8758316,-0.444566667,Y,M1 
HVACI SE Dartford,51522 M1 51/6B+24,51.87419891,-0.444283336,Y,M1 
HVACI SE Dartford,51523 M1 51/5B+13,51.87338257,-0.443283319,Y,M1 
HVACI SE Dartford,51524 M1 51/3B+61,51.87226486,-0.44205001,Y,M1 
HVACI SE Dartford,51525 M1 51/2B+48,51.871315,-0.441199988,Y,M1 
HVACI SE Dartford,51526 M1 51/1B+13,51.87038422,-0.440066665,Y,M1 
HVACI SE Dartford,51527 M1 51/0B+28,51.87011719,-0.43841666,Y,M1 
HVACI SE Dartford,51528 M1 51/0B+16,51.86961746,-0.43931666,Y,M1 
HVACI SE Dartford,51529 M1 50/8B+51,51.86833191,-0.43811667,Y,M1 
HVACI SE Dartford,51530 M1 50/7B+63,51.86763382,-0.437483341,Y,M1 
HVACI SE Dartford,51531 M1 50/6B+13,51.86643219,-0.436466664,Y,M1 
HVACI SE Dartford,51532 M1 50/4B+63,51.8652153,-0.435550004,Y,M1 
HVACI SE Dartford,51533 M1 50/4B+0,51.86474609,-0.435092986,Y,M1 
HVACI SE Dartford,51534 M1 50/2B+67,51.86370087,-0.434266657,Y,M1 
HVACI SE Dartford,51535 M1 50/1B+30,51.86293411,-0.433349997,Y,M1 
HVACI SE Dartford,52101 M1 55/0A+67 J,51.89878464,-0.472149998,Y,M1 
HVACI SE Dartford,52102 M1 55/1A+50 HSM,51.89943314,-0.472799987,Y,M1 
HVACI SE Dartford,52103 M1 55/3A+11 HSM,51.90063477,-0.473983347,Y,M1 
HVACI SE Dartford,52104 M1 55/4A+41 HSM,51.90153503,-0.475233346,Y,M1 
HVACI SE Dartford,52105 M1 55/6A+20 HSM,51.90278244,-0.476716667,Y,M1 
HVACI SE Dartford,52106 M1 55/7A+77 ERA,51.90318298,-0.48056668,Y,M1 
HVACI SE Dartford,52107 M1 55/7A+77 HSM,51.90394974,-0.477933347,Y,M1 
HVACI SE Dartford,52108 M1 55/9A+28 HSM,51.90521622,-0.479333341,Y,M1 
HVACI SE Dartford,52109 M1 56/0A+8 HSM,51.90586853,-0.479900002,Y,M1 
HVACI SE Dartford,52110 M1 56/1A+37 HSM,51.90683365,-0.480650008,Y,M1 
HVACI SE Dartford,52111 M1 56/3A+8 HSM,51.90821838,-0.481766671,Y,M1 
HVACI SE Dartford,52112 M1 56/4A+7 HSM,51.90903473,-0.482316673,Y,M1 
HVACI SE Dartford,52113 M1 56/5A+57 HSM,51.91025162,-0.483283341,Y,M1 
HVACI SE Dartford,52114 M1 56/7A+02 HSM,51.91149902,-0.48421666,Y,M1 
HVACI SE Dartford,52115 M1 56/8A+58 HSM,51.9127655,-0.485166669,Y,M1 
HVACI SE Dartford,52116 M1 57/0A+15 HSM,51.91403198,-0.486116678,Y,M1 
HVACI SE Dartford,52117 M1 57/1A+69 HSM,51.91531754,-0.487066656,Y,M1 
HVACI SE Dartford,52118 M1 57/3A+12 HSM,51.91656494,-0.488000005,Y,M1 
HVACI SE Dartford,52119 M1 57/4A+74 HSM,51.91783524,-0.488950014,Y,M1 
HVACI SE Dartford,52120 M1 57/6A+23 J,51.91906738,-0.489850014,Y,M1 
HVACI SE Dartford,52121 M1 57/7A+9 ERA,51.91923523,-0.493266672,Y,M1 
HVACI SE Dartford,52122 M1 57/7A+71 HSM,51.92034912,-0.490883321,Y,M1 
HVACI SE Dartford,52123 M1 57/8A+95 HSM,51.92134857,-0.491566658,Y,M1 
HVACI SE Dartford,52124 M1 58/0A+33 HSM,51.92241669,-0.492366672,Y,M1 
HVACI SE Dartford,52125 M1 58/1A+16 HSM,51.92331696,-0.49303332,Y,M1 
HVACI SE Dartford,52126 M1 58/2A+42 HSM,51.92423248,-0.493716657,Y,M1 
HVACI SE Dartford,52127 M1 58/3A+64 HSM,51.9253006,-0.494433343,Y,M1 
HVACI SE Dartford,52128 M1 58/4A+89 HSM,51.92631531,-0.495033324,Y,M1 
HVACI SE Dartford,52129 M1 58/6A+11 HSM,51.92734909,-0.495566666,Y,M1 
HVACI SE Dartford,52130 M1 58/7A+53 HSM,51.92851639,-0.496100008,Y,M1 
HVACI SE Dartford,52131 M1 58/8A+69 HSM,51.92963409,-0.496483326,Y,M1 
HVACI SE Dartford,52132 M1 59/0A+13 HSM,51.93091583,-0.496800005,Y,M1 
HVACI SE Dartford,52133 M1 59/0A+58 HSM,51.93133163,-0.496899992,Y,M1 
HVACI SE Dartford,52134 M1 59/2A+17 J,51.9327507,-0.497216672,Y,M1 
HVACI SE Dartford,52135 M1 59/3A+54 HSM,51.93406677,-0.497333348,Y,M1 
HVACI SE Dartford,52136 M1 59/5A+14 HSM,51.93543243,-0.497399986,Y,M1 
HVACI SE Dartford,52137 M1 59/5A+89 HSM,51.93618393,-0.497449994,Y,M1 
HVACI SE Dartford,52138 M1 59/6A+100 HSM,51.93706512,-0.497483343,Y,M1 
HVACI SE Dartford,52139 M1 59/6A+100 ERA,51.93813324,-0.501083314,Y,M1 
HVACI SE Dartford,52140 M1 59/8A+42 HSM,51.9383316,-0.497783333,Y,M1 
HVACI SE Dartford,52141 M1 59/9A+13 HSM,51.93904877,-0.497949988,Y,M1 
HVACI SE Dartford,52142 M1 59/9A+79 HSM,51.93963242,-0.498116672,Y,M1 
HVACI SE Dartford,52143 M1 60/1A+37 HSM,51.94103241,-0.498549998,Y,M1 
HVACI SE Dartford,52501 M1 60/3B+13 HSM,51.9426651,-0.498800009,Y,M1 
HVACI SE Dartford,52502 M1 60/1B+74 HSM,51.94141769,-0.498216659,Y,M1 
HVACI SE Dartford,52503 M1 60/1B+37 HSM,51.941082,-0.498133332,Y,M1 
HVACI SE Dartford,52504 M1 59/9B+96 HSM,51.93983459,-0.497633338,Y,M1 
HVACI SE Dartford,52505 M1 59/8B+64 HSM,51.93854904,-0.49728334,Y,M1 
HVACI SE Dartford,52506 M1 59/8B+60 ERA,51.93909836,-0.49425,Y,M1 
HVACI SE Dartford,52507 M1 59/6B+100 HSM,51.9370842,-0.497083336,Y,M1 
HVACI SE Dartford,52508 M1 59/6B+49 HSM,51.93663406,-0.49696666,Y,M1 
HVACI SE Dartford,52509 M1 59/5B+07 HSM,51.93538284,-0.496866673,Y,M1 
HVACI SE Dartford,52510 M1 59/3B+59 HSM,51.93411636,-0.496816665,Y,M1 
HVACI SE Dartford,52511 M1 59/1B+96 HSM,51.93259811,-0.496683329,Y,M1 
HVACI SE Dartford,52512 M1 59/1B+41 HSM,51.93218231,-0.496600002,Y,M1 
HVACI SE Dartford,52513 M1 58/9B+82 HSM,51.93069839,-0.496333331,Y,M1 
HVACI SE Dartford,52514 M1 58/9B+50 HSM,51.9304657,-0.496216655,Y,M1 
HVACI SE Dartford,52515 M1 58/8B+11 HSM,51.92926788,-0.495799989,Y,M1 
HVACI SE Dartford,52516 M1 58/6B+75 HSM,51.92803192,-0.495333344,Y,M1 
HVACI SE Dartford,52517 M1 58/5B+36 HSM,51.92684937,-0.494816661,Y,M1 
HVACI SE Dartford,52518 M1 58/4B+72 HSM,51.92630005,-0.494450003,Y,M1 
HVACI SE Dartford,52519 M1 58/3B+36 HSM,51.92516708,-0.493766665,Y,M1 
HVACI SE Dartford,52520 M1 58/2B+16 HSM,51.92416763,-0.492366672,Y,M1 
HVACI SE Dartford,52521 M1 58/0B+127 ERA,51.9239006,-0.48968333,Y,M1 
HVACI SE Dartford,52522 M1 58/0B+115 HSM,51.92316818,-0.492333323,Y,M1 
HVACI SE Dartford,52523 M1 57/9B+30 HSM,51.92173386,-0.491266668,Y,M1 
HVACI SE Dartford,52524 M1 57/8B+42 HSM,51.92105103,-0.490766674,Y,M1 
HVACI SE Dartford,52525 M1 57/7B+9 HSM,51.91999817,-0.490049988,Y,M1 
HVACI SE Dartford,52526 M1 57/5B+68 J ,51.9187851,-0.48908332,Y,M1 
HVACI SE Dartford,52527 M1 57/4B+28 HSM,51.91759872,-0.48818332,Y,M1 
HVACI SE Dartford,52528 M1 57/2B+73 HSM,51.91633224,-0.48726666,Y,M1 
HVACI SE Dartford,52529 M1 57/1B+20 HSM,51.91508484,-0.486316681,Y,M1 
HVACI SE Dartford,52530 M1 56/9B+84 HSM,51.91378403,-0.485183328,Y,M1 
HVACI SE Dartford,52531 M1 56/9B+18 HSM,51.91318512,-0.484899998,Y,M1 
HVACI SE Dartford,52532 M1 56/7B+59 HSM,51.91210175,-0.484083325,Y,M1 
HVACI SE Dartford,52533 M1 56/6B+45 HSM,51.91111755,-0.483366668,Y,M1 
HVACI SE Dartford,52534 M1 56/5B+20 HSM,51.91009903,-0.482583344,Y,M1 
HVACI SE Dartford,52535 M1 56/3B+102 HSM,51.90914917,-0.481933326,Y,M1 
HVACI SE Dartford,52536 M1 56/2B+64 HSM,51.9080162,-0.481033325,Y,M1 
HVACI SE Dartford,52537 M1 56/1B+35 HSM,51.9069519,-0.48028332,Y,M1 
HVACI SE Dartford,52538 M1 56/0B+16 HSM,51.90611649,-0.479550004,Y,M1 
HVACI SE Dartford,52539 M1 55/9B+38 ERA,51.90631485,-0.475766659,Y,M1 
HVACI SE Dartford,52540 M1 55/9B+28 HSM,51.90534973,-0.478866667,Y,M1 
HVACI SE Dartford,52541 M1 55/8B+5 HSM,51.90409851,-0.477600008,Y,M1 
HVACI SE Dartford,52542 M1 55/7B+17 HSM,51.9037323,-0.477100015,Y,M1 
HVACI SE Dartford,52543 M1 55/5B+71 HSM,51.902565,-0.475783348,Y,M1 
HVACI SE Dartford,52544 M1 55/3B+88 HSM,51.90136719,-0.474249989,Y,M1 
HVACI SE Dartford,52545 M1 55/3B+4 HSM,51.90076828,-0.47361666,Y,M1 
HVACI SE Dartford,53101 M1 63/3A+57,51.96509933,-0.523500025,Y,M1 
HVACI SE Dartford,53102 M1 63/4A+37,51.96573257,-0.523949981,Y,M1 
HVACI SE Dartford,53103 M1 63/5A+74,51.96701813,-0.524616659,Y,M1 
HVACI SE Dartford,53104 M1 63/7A+20,51.96834946,-0.525216639,Y,M1 
HVACI SE Dartford,53105 M1 63/8A+85,51.9696846,-0.525633335,Y,M1 
HVACI SE Dartford,53106 M1 63/9A+54,51.9703331,-0.525883317,Y,M1 
HVACI SE Dartford,53107 M1 64/0A+82,51.97153473,-0.526183307,Y,M1 
HVACI SE Dartford,53108 M1 64/1A+61,51.97228241,-0.526250005,Y,M1 
HVACI SE Dartford,53109 M1 64/1A+61,51.97249985,-0.527899981,Y,M1 
HVACI SE Dartford,53110 M1 64/3A+06,51.97359848,-0.526449978,Y,M1 
HVACI SE Dartford,53111 M1 64/4A+24,51.97458267,-0.526516676,Y,M1 
HVACI SE Dartford,53112 M1 64/5A+40,51.97570038,-0.526449978,Y,M1 
HVACI SE Dartford,53113 M1 64/6A+80,51.97710037,-0.526449978,Y,M1 
HVACI SE Dartford,53114 M1 64/7A+67,51.97786713,-0.526483357,Y,M1 
HVACI SE Dartford,53115 M1 64/8A+80,51.97883224,-0.526600003,Y,M1 
HVACI SE Dartford,53116 M1 64/9A+42,51.97935104,-0.526683331,Y,M1 
HVACI SE Dartford,53117 M1 65/0A+80,51.98063278,-0.527149975,Y,M1 
HVACI SE Dartford,53118 M1 65/1A+61,51.98115158,-0.528800011,Y,M1 
HVACI SE Dartford,53119 M1 65/1A+73,51.9813652,-0.527499974,Y,M1 
HVACI SE Dartford,53120 M1 65/2A+54,51.98201752,-0.527866662,Y,M1 
HVACI SE Dartford,53121 M1 65/3A+29,51.98261642,-0.528150022,Y,M1 
HVACI SE Dartford,53122 M1 65/4A+74,51.98378372,-0.52913332,Y,M1 
HVACI SE Dartford,53123 M1 65/6A+15,51.9848175,-0.529999971,Y,M1 
HVACI SE Dartford,53124 M1 65/7A+65,51.98601532,-0.531033337,Y,M1 
HVACI SE Dartford,53125 M1 65/8A+93,51.98713303,-0.531983316,Y,M1 
HVACI SE Dartford,53126 M1 66/0A+44,51.98830032,-0.532966673,Y,M1 
HVACI SE Dartford,53127 M1 66/2A+00,51.98953247,-0.533999979,Y,M1 
HVACI SE Dartford,53128 M1 66/3A+35,51.99066544,-0.53488332,Y,M1 
HVACI SE Dartford,53129 M1 66/3A+35,51.9903183,-0.537816644,Y,M1 
HVACI SE Dartford,53130 M1 66/4A+88,51.99185181,-0.535950005,Y,M1 
HVACI SE Dartford,53131 M1 66/6A+12,51.99286652,-0.536816657,Y,M1 
HVACI SE Dartford,53132 M1 66/7A+72,51.99416733,-0.53793335,Y,M1 
HVACI SE Dartford,53133 M1 66/9A+19,51.99539948,-0.538916647,Y,M1 
HVACI SE Dartford,53134 M1 67/0A+76,51.99656677,-0.539950013,Y,M1 
HVACI SE Dartford,53135 M1 67/2A+24,51.9972496,-0.543566644,Y,M1 
HVACI SE Dartford,53136 M1 67/2A+32,51.9977684,-0.54096669,Y,M1 
HVACI SE Dartford,53137 M1 67/3A+69,51.99888229,-0.541916668,Y,M1 
HVACI SE Dartford,53138 M1 67/4A+91,51.99996567,-0.542833328,Y,M1 
HVACI SE Dartford,53139 M1 67/6A+25,52.00099945,-0.54369998,Y,M1 
HVACI SE Dartford,53140 M1 67/7A+76,52.0022316,-0.544749975,Y,M1 
HVACI SE Dartford,53141 M1 67/8A+88,52.00311661,-0.545483351,Y,M1 
HVACI SE Dartford,53142 M1 68/0A+35,52.00423431,-0.546450019,Y,M1 
HVACI SE Dartford,53143 M1 68/1A+68,52.00533295,-0.547399998,Y,M1 
HVACI SE Dartford,53144 M1 68/1A+70,52.0047493,-0.550000012,Y,M1 
HVACI SE Dartford,53145 M1 68/3A+36,52.0066185,-0.548583329,Y,M1 
HVACI SE Dartford,53146 M1 68/3A+75,52.00691605,-0.548950016,Y,M1 
HVACI SE Dartford,53147 M1 68/5A+21,52.00794983,-0.550083339,Y,M1 
HVACI SE Dartford,53148 M1 68/6A+62,52.00899887,-0.551333308,Y,M1 
HVACI SE Dartford,53149 M1 68/8A+04,52.01013184,-0.552283347,Y,M1 
HVACI SE Dartford,53150 M1 68/9A+60,52.0110817,-0.554133356,Y,M1 
HVACI SE Dartford,53151 M1 68/9A+60,52.01013184,-0.556266665,Y,M1 
HVACI SE Dartford,53152 M1 69/1A+00,52.01193237,-0.55553335,Y,M1 
HVACI SE Dartford,53153 M1 69/1A+50,52.01224899,-0.556066692,Y,M1 
HVACI SE Dartford,53154 M1 69/2A+85,52.01311493,-0.557616651,Y,M1 
HVACI SE Dartford,53155 M1 69/4A+52,52.01404953,-0.559433341,Y,M1 
HVACI SE Dartford,53156 M1 69/5A+88,52.01483154,-0.560949981,Y,M1 
HVACI SE Dartford,53157 M1 69/6A+77,52.01530075,-0.562066674,Y,M1 
HVACI SE Dartford,53158 M1 69/7A+93,52.01586533,-0.563449979,Y,M1 
HVACI SE Dartford,53159 M1 69/8A+93,52.01526642,-0.566566646,Y,M1 
HVACI SE Dartford,53160 M1 69/8A+98,52.01638412,-0.564683318,Y,M1 
HVACI SE Dartford,53161 M1 70/0A+31,52.01696777,-0.566466689,Y,M1 
HVACI SE Dartford,53162 M1 70/1A+95,52.0176506,-0.56858331,Y,M1 
HVACI SE Dartford,53163 M1 70/3A+71,52.0182991,-0.570883334,Y,M1 
HVACI SE Dartford,53164 M1 70/5A,52.01866531,-0.572333336,Y,M1 
HVACI SE Dartford,53165 M1 70/5A+57,52.01726532,-0.574199975,Y,M1 
HVACI SE Dartford,53166 M1 70/5A,52.01890182,-0.573166668,Y,M1 
HVACI SE Dartford,53167 M1 70/6A+58,52.01931763,-0.57493335,Y,M1 
HVACI SE Dartford,53168 M1 70/7A+76,52.0196991,-0.57644999,Y,M1 
HVACI SE Dartford,53169 M1 70/8A+62,52.01996613,-0.577566683,Y,M1 
HVACI SE Dartford,53170 M1 71/0A+04,52.02048492,-0.579616666,Y,M1 
HVACI SE Dartford,53171 M1 71/1A+43,52.02095032,-0.581416667,Y,M1 
HVACI SE Dartford,53172 M1 71/2A+73,52.02136612,-0.583216667,Y,M1 
HVACI SE Dartford,53173 M1 71/4A+10,52.02183151,-0.585049987,Y,M1 
HVACI SE Dartford,53174 M1 71/5A+46,52.02230072,-0.586816669,Y,M1 
HVACI SE Dartford,53501 M1 72/1B+99,52.02471542,-0.595550001,Y,M1 
HVACI SE Dartford,53502 M1 72/0B+46,52.02416611,-0.593616664,Y,M1 
HVACI SE Dartford,53503 M1 71/9B+34,52.02388382,-0.592216671,Y,M1 
HVACI SE Dartford,53504 M1 71/7B+91,52.0233345,-0.589999974,Y,M1 
HVACI SE Dartford,53505 M1 71/6B+39,52.02278519,-0.588050008,Y,M1 
HVACI SE Dartford,53506 M1 71/5B+34,52.02249908,-0.586666644,Y,M1 
HVACI SE Dartford,53507 M1 71/3B+92,52.02194977,-0.584716678,Y,M1 
HVACI SE Dartford,53508 M1 71/3B+04,52.02166748,-0.583333313,Y,M1 
HVACI SE Dartford,53509 M1 71/3B+02,52.02323151,-0.582183361,Y,M1 
HVACI SE Dartford,53510 M1 71/1B+34,52.02118301,-0.581200004,Y,M1 
HVACI SE Dartford,53511 M1 71/0B+77,52.02101517,-0.580433309,Y,M1 
HVACI SE Dartford,53512 M1 70/9B+14,52.02054977,-0.578050017,Y,M1 
HVACI SE Dartford,53513 M1 70/8B+46,52.02028275,-0.577216685,Y,M1 
HVACI SE Dartford,53514 M1 70/7B+70,52.02000046,-0.576383352,Y,M1 
HVACI SE Dartford,53515 M1 70/6B+40,52.01945114,-0.574450016,Y,M1 
HVACI SE Dartford,53516 M1 70/5B+35,52.02059937,-0.571716666,Y,M1 
HVACI SE Dartford,53517 M1 70/5B+35,52.01916504,-0.573050022,Y,M1 
HVACI SE Dartford,53518 M1 70/3B+95,52.01861572,-0.571116686,Y,M1 
HVACI SE Dartford,53519 M1 70/3B+15,52.01833344,-0.569999993,Y,M1 
HVACI SE Dartford,53520 M1 70/1B+72,52.01778412,-0.568050027,Y,M1 
HVACI SE Dartford,53521 M1 70/1B+0,52.01750183,-0.567216694,Y,M1 
HVACI SE Dartford,53522 M1 69/9B+57,52.0169487,-0.565283358,Y,M1 
HVACI SE Dartford,53523 M1 69/8B+26,52.01638412,-0.563616693,Y,M1 
HVACI SE Dartford,53524 M1 69/6B+68,52.01554871,-0.561666667,Y,M1 
HVACI SE Dartford,53525 M1 69/5B+77,52.01631546,-0.558933318,Y,M1 
HVACI SE Dartford,53526 M1 69/5B+77,52.01499939,-0.560549974,Y,M1 
HVACI SE Dartford,53527 M1 69/4B+26,52.01416779,-0.558883309,Y,M1 
HVACI SE Dartford,53528 M1 69/2B+68,52.01333237,-0.556949973,Y,M1 
HVACI SE Dartford,53529 M1 69/1B+08,52.01221848,-0.555283308,Y,M1 
HVACI SE Dartford,53530 M1 69/0B+18,52.01166534,-0.554449975,Y,M1 
HVACI SE Dartford,53531 M1 68/9B+52,52.01273346,-0.552150011,Y,M1 
HVACI SE Dartford,53532 M1 68/9B+52,52.01123428,-0.553799987,Y,M1 
HVACI SE Dartford,53533 M1 68/8B+10,52.01026535,-0.552233338,Y,M1 
HVACI SE Dartford,53534 M1 68/6B+69,52.00916672,-0.551116645,Y,M1 
HVACI SE Dartford,53535 M1 68/5B+25,52.00804901,-0.549716651,Y,M1 
HVACI SE Dartford,53536 M1 68/3B+84,52.00721741,-0.548616648,Y,M1 
HVACI SE Dartford,53537 M1 68/3B+26,52.00776672,-0.545716643,Y,M1 
HVACI SE Dartford,53538 M1 68/3B+26,52.00673294,-0.548099995,Y,M1 
HVACI SE Dartford,53539 M1 68/1B+93,52.00555038,-0.547216654,Y,M1 
HVACI SE Dartford,53540 M1 68/0B+54,52.00445175,-0.54611665,Y,M1 
HVACI SE Dartford,53541 M1 67/9B+17,52.00333405,-0.545283318,Y,M1 
HVACI SE Dartford,53542 M1 67/7B+52,52.00221634,-0.544166684,Y,M1 
HVACI SE Dartford,53543 M1 67/6B+0,52.0008316,-0.543049991,Y,M1 
HVACI SE Dartford,53544 M1 67/4B+22,52.00011826,-0.541949987,Y,M1 
HVACI SE Dartford,53545 M1 67/3B+84,52.00019836,-0.539099991,Y,M1 
HVACI SE Dartford,53546 M1 67/3B+79,51.99913406,-0.541549981,Y,M1 
HVACI SE Dartford,53547 M1 67/2B+26,51.9991684,-0.540549994,Y,M1 
HVACI SE Dartford,53548 M1 67/1B+72,51.99888229,-0.540000021,Y,M1 
HVACI SE Dartford,53549 M1 67/0B+21,51.99778366,-0.539166689,Y,M1 
HVACI SE Dartford,53550 M1 66/8B+57,51.99666595,-0.538049996,Y,M1 
HVACI SE Dartford,53551 M1 66/7B+01,51.99528503,-0.536949992,Y,M1 
HVACI SE Dartford,53552 M1 66/5B+86,51.99416733,-0.53611666,Y,M1 
HVACI SE Dartford,53553 M1 66/4B+92,51.99388504,-0.535549998,Y,M1 
HVACI SE Dartford,53554 M1 66/4B+87,51.99323273,-0.533100009,Y,M1 
HVACI SE Dartford,53555 M1 66/3B+14,51.99195099,-0.534449995,Y,M1 
HVACI SE Dartford,53556 M1 66/2B+66,51.99028397,-0.533883333,Y,M1 
HVACI SE Dartford,53557 M1 66/1B+04,51.98888397,-0.533050001,Y,M1 
HVACI SE Dartford,53558 M1 65/9B+57,51.98778152,-0.531949997,Y,M1 
HVACI SE Dartford,53559 M1 65/7B+84,51.98638153,-0.530833304,Y,M1 
HVACI SE Dartford,53560 M1 65/7B+07,51.98583221,-0.530283332,Y,M1 
HVACI SE Dartford,53561 M1 65/5B+63,51.98445129,-0.529166639,Y,M1 
HVACI SE Dartford,53562 M1 65/4B+30,51.98361588,-0.528333306,Y,M1 
HVACI SE Dartford,53563 M1 65/3B+19,51.98381805,-0.525116682,Y,M1 
HVACI SE Dartford,53564 M1 65/3B+19,51.98278427,-0.527783334,Y,M1 
HVACI SE Dartford,53565 M1 65/1B+65,51.98138428,-0.526950002,Y,M1 
HVACI SE Dartford,53566 M1 65/0B+29,51.98028183,-0.52638334,Y,M1 
HVACI SE Dartford,53567 M1 64/9B+34,51.97945023,-0.52638334,Y,M1 
HVACI SE Dartford,53568 M1 64/7B+82,51.97805023,-0.525833309,Y,M1 
HVACI SE Dartford,53569 M1 64/6B+05,51.97638321,-0.525833309,Y,M1 
HVACI SE Dartford,53570 M1 64/5B+27,51.97555161,-0.526116669,Y,M1 
HVACI SE Dartford,53571 M1 64/4B+68,51.97499847,-0.526116669,Y,M1 
HVACI SE Dartford,53572 M1 64/3B+88,51.97444916,-0.526116669,Y,M1 
HVACI SE Dartford,53573 M1 64/2B+60,51.97304916,-0.525833309,Y,M1 
HVACI SE Dartford,53574 M1 64/1B+53,51.97221756,-0.525833309,Y,M1 
HVACI SE Dartford,53575 M1 64/1B+53,51.97221756,-0.525833309,Y,M1 
HVACI SE Dartford,53576 M1 64/0B+07,51.97083282,-0.525550008,Y,M1 
HVACI SE Dartford,53577 M1 63/8B+73,51.9694519,-0.525283337,Y,M1 
